frame,track_id,x1,y1,x2,y2,confidence,class,total_cars_in_frame
3,8,559,116,577,129,0.8293626308441162,car,13
3,9,577,305,607,337,0.8293626308441162,car,13
3,11,614,235,635,255,0.8293626308441162,car,13
3,14,496,96,515,113,0.8293626308441162,car,13
3,16,543,99,563,116,0.8293626308441162,car,13
3,18,492,179,513,199,0.8293626308441162,car,13
3,19,408,39,418,48,0.8293626308441162,car,13
3,22,407,389,462,441,0.8293626308441162,car,13
3,24,636,301,665,348,0.8293626308441162,car,13
3,25,348,222,369,245,0.8293626308441162,car,13
3,29,523,84,538,105,0.8293626308441162,car,13
3,32,259,347,327,380,0.8293626308441162,car,13
3,36,567,229,594,258,0.8293626308441162,car,13
4,8,559,116,576,129,0.8293626308441162,car,13
4,9,576,304,604,334,0.8293626308441162,car,13
4,11,614,235,635,255,0.8293626308441162,car,13
4,14,496,96,516,114,0.8293626308441162,car,13
4,16,543,99,562,114,0.8293626308441162,car,13
4,18,493,179,513,199,0.8293626308441162,car,13
4,19,407,39,417,48,0.8293626308441162,car,13
4,22,406,389,461,441,0.8293626308441162,car,13
4,24,638,301,665,345,0.8293626308441162,car,13
4,25,348,222,369,245,0.8293626308441162,car,13
4,29,524,83,539,103,0.8293626308441162,car,13
4,32,257,347,327,381,0.8293626308441162,car,13
4,36,568,228,594,255,0.8293626308441162,car,13
5,8,560,116,576,128,0.8110430836677551,car,28
5,9,576,304,600,330,0.8110430836677551,car,28
5,11,613,235,635,255,0.8110430836677551,car,28
5,14,496,96,514,113,0.8110430836677551,car,28
5,16,544,99,563,114,0.8110430836677551,car,28
5,18,492,179,514,202,0.8110430836677551,car,28
5,19,408,41,418,50,0.8110430836677551,car,28
5,22,413,389,448,422,0.8110430836677551,car,28
5,24,640,301,665,341,0.8110430836677551,car,28
5,25,348,222,369,245,0.8110430836677551,car,28
5,29,525,81,539,100,0.8110430836677551,car,28
5,32,255,346,328,381,0.8110430836677551,car,28
5,36,569,227,594,252,0.8110430836677551,car,28
5,38,387,291,449,318,0.8110430836677551,car,28
5,40,612,359,665,413,0.8110430836677551,car,28
5,41,515,101,544,120,0.8110430836677551,car,28
5,42,437,273,473,296,0.8110430836677551,car,28
5,44,249,302,309,339,0.8110430836677551,car,28
5,45,614,300,659,345,0.8110430836677551,car,28
5,46,656,366,718,423,0.8110430836677551,car,28
5,47,482,107,496,118,0.8110430836677551,car,28
5,48,280,255,333,277,0.8110430836677551,car,28
5,50,469,87,481,98,0.8110430836677551,car,28
5,51,465,70,484,80,0.8110430836677551,car,28
5,52,250,276,323,298,0.8110430836677551,car,28
5,55,360,55,372,70,0.8110430836677551,car,28
5,58,494,249,526,272,0.8110430836677551,car,28
5,59,406,53,415,61,0.8110430836677551,car,28
6,8,560,116,576,128,0.8110430836677551,car,24
6,11,614,235,635,255,0.8110430836677551,car,24
6,14,496,96,514,113,0.8110430836677551,car,24
6,16,544,99,563,114,0.8110430836677551,car,24
6,18,492,180,514,202,0.8110430836677551,car,24
6,19,408,41,419,50,0.8110430836677551,car,24
6,22,415,388,444,415,0.8110430836677551,car,24
6,25,348,222,369,245,0.8110430836677551,car,24
6,32,254,346,328,381,0.8110430836677551,car,24
6,38,392,292,455,318,0.8110430836677551,car,24
6,40,612,361,667,418,0.8110430836677551,car,24
6,41,515,101,544,120,0.8110430836677551,car,24
6,42,434,273,472,296,0.8110430836677551,car,24
6,44,246,298,313,339,0.8110430836677551,car,24
6,45,616,301,663,346,0.8110430836677551,car,24
6,46,656,368,722,428,0.8110430836677551,car,24
6,47,481,107,495,118,0.8110430836677551,car,24
6,48,281,255,334,277,0.8110430836677551,car,24
6,50,468,87,480,97,0.8110430836677551,car,24
6,51,467,71,486,81,0.8110430836677551,car,24
6,52,247,274,325,298,0.8110430836677551,car,24
6,55,360,55,372,69,0.8110430836677551,car,24
6,58,494,249,526,272,0.8110430836677551,car,24
6,59,406,53,415,62,0.8110430836677551,car,24
7,8,560,116,576,127,0.8198232650756836,car,28
7,11,614,235,635,255,0.8198232650756836,car,28
7,14,496,96,513,111,0.8198232650756836,car,28
7,16,544,99,563,113,0.8198232650756836,car,28
7,18,492,180,514,202,0.8198232650756836,car,28
7,19,410,44,420,52,0.8198232650756836,car,28
7,22,417,388,439,409,0.8198232650756836,car,28
7,25,348,222,369,245,0.8198232650756836,car,28
7,32,255,346,327,381,0.8198232650756836,car,28
7,38,402,287,476,318,0.8198232650756836,car,28
7,40,613,364,683,436,0.8198232650756836,car,28
7,41,515,100,544,119,0.8198232650756836,car,28
7,42,430,272,469,297,0.8198232650756836,car,28
7,44,264,296,319,328,0.8198232650756836,car,28
7,45,616,301,672,357,0.8198232650756836,car,28
7,46,656,370,727,435,0.8198232650756836,car,28
7,47,478,102,493,114,0.8198232650756836,car,28
7,48,281,255,333,277,0.8198232650756836,car,28
7,50,463,84,476,95,0.8198232650756836,car,28
7,51,474,71,493,81,0.8198232650756836,car,28
7,52,255,279,318,299,0.8198232650756836,car,28
7,55,360,55,372,70,0.8198232650756836,car,28
7,58,494,249,526,272,0.8198232650756836,car,28
7,59,406,53,415,62,0.8198232650756836,car,28
7,60,449,67,465,77,0.8198232650756836,car,28
7,64,586,320,619,356,0.8198232650756836,car,28
7,66,438,61,449,70,0.8198232650756836,car,28
7,70,420,56,432,64,0.8198232650756836,car,28
8,8,560,116,575,127,0.8198232650756836,car,23
8,11,614,235,635,255,0.8198232650756836,car,23
8,14,497,96,513,111,0.8198232650756836,car,23
8,16,544,99,563,113,0.8198232650756836,car,23
8,18,492,180,514,202,0.8198232650756836,car,23
8,19,411,44,420,53,0.8198232650756836,car,23
8,25,348,222,369,244,0.8198232650756836,car,23
8,32,256,347,327,381,0.8198232650756836,car,23
8,38,406,286,482,318,0.8198232650756836,car,23
8,40,614,366,688,441,0.8198232650756836,car,23
8,41,515,100,544,119,0.8198232650756836,car,23
8,44,273,296,321,323,0.8198232650756836,car,23
8,45,617,301,675,360,0.8198232650756836,car,23
8,47,477,101,492,113,0.8198232650756836,car,23
8,48,281,255,333,277,0.8198232650756836,car,23
8,50,461,84,474,95,0.8198232650756836,car,23
8,51,477,72,495,81,0.8198232650756836,car,23
8,52,259,282,314,299,0.8198232650756836,car,23
8,55,360,55,372,70,0.8198232650756836,car,23
8,60,451,67,467,77,0.8198232650756836,car,23
8,64,588,323,621,359,0.8198232650756836,car,23
8,66,438,61,450,71,0.8198232650756836,car,23
8,70,420,56,433,64,0.8198232650756836,car,23
9,8,559,116,575,128,0.7802980542182922,car,25
9,11,614,235,635,255,0.7802980542182922,car,25
9,14,497,96,513,111,0.7802980542182922,car,25
9,16,541,99,567,118,0.7802980542182922,car,25
9,18,492,180,514,203,0.7802980542182922,car,25
9,19,411,45,421,54,0.7802980542182922,car,25
9,25,347,222,369,244,0.7802980542182922,car,25
9,32,255,346,327,381,0.7802980542182922,car,25
9,38,419,289,488,318,0.7802980542182922,car,25
9,40,614,366,675,429,0.7802980542182922,car,25
9,41,515,100,544,120,0.7802980542182922,car,25
9,44,275,292,325,320,0.7802980542182922,car,25
9,45,619,302,680,364,0.7802980542182922,car,25
9,47,474,98,489,110,0.7802980542182922,car,25
9,48,280,255,334,277,0.7802980542182922,car,25
9,50,456,82,470,93,0.7802980542182922,car,25
9,51,484,72,502,82,0.7802980542182922,car,25
9,52,258,281,316,299,0.7802980542182922,car,25
9,55,360,55,372,69,0.7802980542182922,car,25
9,60,457,68,473,78,0.7802980542182922,car,25
9,64,592,328,625,365,0.7802980542182922,car,25
9,66,439,63,452,73,0.7802980542182922,car,25
9,70,419,57,432,65,0.7802980542182922,car,25
9,78,478,310,494,325,0.7802980542182922,car,25
9,79,257,314,298,338,0.7802980542182922,car,25
10,8,558,116,575,128,0.7802980542182922,car,21
10,11,614,235,635,256,0.7802980542182922,car,21
10,16,541,98,568,119,0.7802980542182922,car,21
10,18,493,181,515,203,0.7802980542182922,car,21
10,19,411,45,422,54,0.7802980542182922,car,21
10,25,347,221,369,244,0.7802980542182922,car,21
10,32,255,345,327,381,0.7802980542182922,car,21
10,38,424,290,490,318,0.7802980542182922,car,21
10,40,615,366,669,422,0.7802980542182922,car,21
10,41,515,100,545,120,0.7802980542182922,car,21
10,47,473,97,488,109,0.7802980542182922,car,21
10,48,280,255,334,277,0.7802980542182922,car,21
10,50,455,82,468,92,0.7802980542182922,car,21
10,51,486,72,504,82,0.7802980542182922,car,21
10,52,258,281,316,298,0.7802980542182922,car,21
10,60,458,69,475,78,0.7802980542182922,car,21
10,64,593,330,627,366,0.7802980542182922,car,21
10,66,440,64,453,74,0.7802980542182922,car,21
10,70,418,57,432,66,0.7802980542182922,car,21
10,78,478,310,495,326,0.7802980542182922,car,21
10,79,257,314,298,338,0.7802980542182922,car,21
11,8,559,116,575,127,0.7682868838310242,car,28
11,11,600,235,646,283,0.7682868838310242,car,28
11,16,541,98,568,119,0.7682868838310242,car,28
11,18,493,182,516,205,0.7682868838310242,car,28
11,19,412,46,423,55,0.7682868838310242,car,28
11,24,638,301,665,345,0.7682868838310242,car,28
11,25,347,221,369,245,0.7682868838310242,car,28
11,32,254,345,327,381,0.7682868838310242,car,28
11,38,429,291,493,318,0.7682868838310242,car,28
11,40,607,347,676,419,0.7682868838310242,car,28
11,41,515,100,544,120,0.7682868838310242,car,28
11,47,471,94,485,106,0.7682868838310242,car,28
11,48,279,254,335,277,0.7682868838310242,car,28
11,50,447,80,461,90,0.7682868838310242,car,28
11,51,495,73,512,82,0.7682868838310242,car,28
11,52,258,281,316,299,0.7682868838310242,car,28
11,60,465,69,482,79,0.7682868838310242,car,28
11,64,598,335,634,372,0.7682868838310242,car,28
11,66,444,65,457,76,0.7682868838310242,car,28
11,70,419,57,432,66,0.7682868838310242,car,28
11,78,477,310,495,327,0.7682868838310242,car,28
11,79,256,313,298,338,0.7682868838310242,car,28
11,85,622,221,667,255,0.7682868838310242,car,28
11,87,582,255,620,297,0.7682868838310242,car,28
11,89,319,289,374,321,0.7682868838310242,car,28
11,90,423,257,448,283,0.7682868838310242,car,28
11,91,408,389,451,411,0.7682868838310242,car,28
11,92,488,106,503,120,0.7682868838310242,car,28
12,8,560,116,576,127,0.7682868838310242,car,27
12,11,598,235,649,292,0.7682868838310242,car,27
12,16,541,99,567,118,0.7682868838310242,car,27
12,18,493,182,516,205,0.7682868838310242,car,27
12,19,412,46,424,56,0.7682868838310242,car,27
12,24,638,301,665,345,0.7682868838310242,car,27
12,25,347,221,369,245,0.7682868838310242,car,27
12,32,254,345,327,381,0.7682868838310242,car,27
12,38,430,291,494,318,0.7682868838310242,car,27
12,40,605,341,678,419,0.7682868838310242,car,27
12,41,515,100,544,120,0.7682868838310242,car,27
12,47,470,92,484,104,0.7682868838310242,car,27
12,48,278,254,335,277,0.7682868838310242,car,27
12,50,445,80,458,89,0.7682868838310242,car,27
12,51,498,74,514,82,0.7682868838310242,car,27
12,52,257,281,316,299,0.7682868838310242,car,27
12,60,467,70,485,80,0.7682868838310242,car,27
12,64,600,336,636,374,0.7682868838310242,car,27
12,66,445,66,459,76,0.7682868838310242,car,27
12,70,419,58,432,66,0.7682868838310242,car,27
12,79,256,313,298,338,0.7682868838310242,car,27
12,85,619,218,666,253,0.7682868838310242,car,27
12,87,583,256,622,299,0.7682868838310242,car,27
12,89,322,289,377,320,0.7682868838310242,car,27
12,90,423,257,448,284,0.7682868838310242,car,27
12,91,408,389,451,411,0.7682868838310242,car,27
12,92,488,106,502,119,0.7682868838310242,car,27
13,8,560,116,575,126,0.7536410093307495,car,32
13,11,596,235,650,296,0.7536410093307495,car,32
13,14,497,96,513,111,0.7536410093307495,car,32
13,16,540,98,568,119,0.7536410093307495,car,32
13,18,495,184,517,207,0.7536410093307495,car,32
13,19,412,47,424,57,0.7536410093307495,car,32
13,24,638,301,665,345,0.7536410093307495,car,32
13,25,347,221,369,245,0.7536410093307495,car,32
13,29,521,80,539,105,0.7536410093307495,car,32
13,32,255,345,327,381,0.7536410093307495,car,32
13,38,435,291,496,317,0.7536410093307495,car,32
13,40,605,339,677,419,0.7536410093307495,car,32
13,41,515,100,545,120,0.7536410093307495,car,32
13,46,655,364,718,422,0.7536410093307495,car,32
13,47,468,90,483,102,0.7536410093307495,car,32
13,48,279,253,335,277,0.7536410093307495,car,32
13,50,442,79,455,88,0.7536410093307495,car,32
13,51,507,74,523,82,0.7536410093307495,car,32
13,52,258,281,304,295,0.7536410093307495,car,32
13,60,473,70,491,80,0.7536410093307495,car,32
13,64,602,339,639,378,0.7536410093307495,car,32
13,66,450,67,464,77,0.7536410093307495,car,32
13,70,419,58,432,66,0.7536410093307495,car,32
13,79,257,314,298,338,0.7536410093307495,car,32
13,85,615,214,664,252,0.7536410093307495,car,32
13,87,578,246,634,308,0.7536410093307495,car,32
13,89,328,290,381,321,0.7536410093307495,car,32
13,90,423,258,449,284,0.7536410093307495,car,32
13,91,407,389,452,412,0.7536410093307495,car,32
13,92,484,100,500,115,0.7536410093307495,car,32
13,95,530,222,564,252,0.7536410093307495,car,32
13,97,455,384,492,402,0.7536410093307495,car,32
14,8,560,116,575,125,0.7536410093307495,car,25
14,14,497,96,513,111,0.7536410093307495,car,25
14,16,540,98,568,119,0.7536410093307495,car,25
14,18,495,185,518,208,0.7536410093307495,car,25
14,19,412,47,425,58,0.7536410093307495,car,25
14,24,638,301,665,345,0.7536410093307495,car,25
14,25,347,221,369,245,0.7536410093307495,car,25
14,29,521,80,540,105,0.7536410093307495,car,25
14,32,255,345,327,381,0.7536410093307495,car,25
14,38,437,291,497,317,0.7536410093307495,car,25
14,40,605,339,676,419,0.7536410093307495,car,25
14,41,515,100,545,120,0.7536410093307495,car,25
14,46,655,363,716,419,0.7536410093307495,car,25
14,48,279,253,335,277,0.7536410093307495,car,25
14,51,510,74,526,82,0.7536410093307495,car,25
14,52,259,281,299,293,0.7536410093307495,car,25
14,60,476,71,493,81,0.7536410093307495,car,25
14,66,452,68,466,78,0.7536410093307495,car,25
14,70,419,58,432,66,0.7536410093307495,car,25
14,79,257,314,298,338,0.7536410093307495,car,25
14,87,576,242,638,311,0.7536410093307495,car,25
14,89,329,291,383,321,0.7536410093307495,car,25
14,92,482,98,499,114,0.7536410093307495,car,25
14,95,532,223,564,251,0.7536410093307495,car,25
14,97,455,384,492,402,0.7536410093307495,car,25
15,8,560,115,574,125,0.8065946698188782,car,29
15,14,498,95,512,108,0.8065946698188782,car,29
15,16,539,98,567,119,0.8065946698188782,car,29
15,18,497,188,520,211,0.8065946698188782,car,29
15,19,414,48,426,58,0.8065946698188782,car,29
15,24,638,301,665,346,0.8065946698188782,car,29
15,25,347,221,369,245,0.8065946698188782,car,29
15,29,521,80,540,105,0.8065946698188782,car,29
15,32,255,346,326,381,0.8065946698188782,car,29
15,38,443,291,498,316,0.8065946698188782,car,29
15,40,604,337,678,420,0.8065946698188782,car,29
15,41,515,100,544,120,0.8065946698188782,car,29
15,46,648,363,723,432,0.8065946698188782,car,29
15,48,276,249,339,277,0.8065946698188782,car,29
15,51,514,74,531,82,0.8065946698188782,car,29
15,52,257,281,312,298,0.8065946698188782,car,29
15,60,483,71,501,81,0.8065946698188782,car,29
15,66,457,68,472,79,0.8065946698188782,car,29
15,70,419,58,432,66,0.8065946698188782,car,29
15,78,478,310,494,324,0.8065946698188782,car,29
15,79,258,315,298,339,0.8065946698188782,car,29
15,87,576,240,642,315,0.8065946698188782,car,29
15,89,333,290,384,318,0.8065946698188782,car,29
15,90,423,260,448,287,0.8065946698188782,car,29
15,92,479,94,497,112,0.8065946698188782,car,29
15,95,535,225,563,250,0.8065946698188782,car,29
15,97,455,384,492,402,0.8065946698188782,car,29
15,100,612,235,630,255,0.8065946698188782,car,29
15,101,408,266,417,291,0.8065946698188782,car,29
16,8,560,115,574,125,0.8065946698188782,car,24
16,14,498,95,512,107,0.8065946698188782,car,24
16,16,539,98,567,120,0.8065946698188782,car,24
16,18,498,189,521,213,0.8065946698188782,car,24
16,19,414,48,426,58,0.8065946698188782,car,24
16,24,638,301,665,346,0.8065946698188782,car,24
16,25,347,221,369,244,0.8065946698188782,car,24
16,29,521,80,540,105,0.8065946698188782,car,24
16,32,255,346,326,381,0.8065946698188782,car,24
16,38,445,291,499,316,0.8065946698188782,car,24
16,41,514,100,544,120,0.8065946698188782,car,24
16,46,646,363,725,436,0.8065946698188782,car,24
16,48,275,248,340,277,0.8065946698188782,car,24
16,52,256,281,316,299,0.8065946698188782,car,24
16,60,485,71,503,81,0.8065946698188782,car,24
16,66,459,69,474,79,0.8065946698188782,car,24
16,78,478,310,494,324,0.8065946698188782,car,24
16,79,258,315,298,339,0.8065946698188782,car,24
16,89,334,289,384,317,0.8065946698188782,car,24
16,90,423,261,448,287,0.8065946698188782,car,24
16,92,477,92,496,111,0.8065946698188782,car,24
16,97,455,384,493,402,0.8065946698188782,car,24
16,100,612,236,629,255,0.8065946698188782,car,24
16,101,408,266,417,293,0.8065946698188782,car,24
17,8,559,116,574,125,0.7736652493476868,car,33
17,14,498,95,512,107,0.7736652493476868,car,33
17,16,538,98,567,120,0.7736652493476868,car,33
17,18,499,190,522,214,0.7736652493476868,car,33
17,19,415,49,426,59,0.7736652493476868,car,33
17,24,640,301,667,346,0.7736652493476868,car,33
17,25,347,221,369,244,0.7736652493476868,car,33
17,29,521,80,540,104,0.7736652493476868,car,33
17,32,255,346,326,381,0.7736652493476868,car,33
17,38,448,290,503,316,0.7736652493476868,car,33
17,41,515,100,544,120,0.7736652493476868,car,33
17,46,650,366,731,440,0.7736652493476868,car,33
17,48,277,250,338,277,0.7736652493476868,car,33
17,52,256,281,317,300,0.7736652493476868,car,33
17,60,492,72,510,81,0.7736652493476868,car,33
17,66,464,69,480,80,0.7736652493476868,car,33
17,78,478,310,494,324,0.7736652493476868,car,33
17,79,259,316,297,339,0.7736652493476868,car,33
17,89,333,290,385,319,0.7736652493476868,car,33
17,90,422,261,449,289,0.7736652493476868,car,33
17,92,477,90,495,108,0.7736652493476868,car,33
17,97,456,385,493,402,0.7736652493476868,car,33
17,100,611,236,628,255,0.7736652493476868,car,33
17,101,407,265,418,295,0.7736652493476868,car,33
17,109,536,236,584,271,0.7736652493476868,car,33
17,110,443,65,460,75,0.7736652493476868,car,33
17,111,565,121,583,133,0.7736652493476868,car,33
17,112,386,279,420,300,0.7736652493476868,car,33
17,115,616,273,638,328,0.7736652493476868,car,33
17,116,602,332,750,441,0.7736652493476868,car,33
17,118,499,101,515,117,0.7736652493476868,car,33
17,119,501,87,513,97,0.7736652493476868,car,33
17,120,449,32,465,45,0.7736652493476868,car,33
18,8,559,116,574,125,0.7736652493476868,car,26
18,24,641,301,667,346,0.7736652493476868,car,26
18,25,347,221,369,244,0.7736652493476868,car,26
18,29,521,80,540,104,0.7736652493476868,car,26
18,32,255,346,326,381,0.7736652493476868,car,26
18,38,450,290,504,316,0.7736652493476868,car,26
18,41,515,100,544,120,0.7736652493476868,car,26
18,46,651,367,733,441,0.7736652493476868,car,26
18,48,278,251,337,277,0.7736652493476868,car,26
18,52,256,281,317,300,0.7736652493476868,car,26
18,60,495,72,512,82,0.7736652493476868,car,26
18,66,466,69,482,80,0.7736652493476868,car,26
18,78,479,310,494,324,0.7736652493476868,car,26
18,79,259,317,297,339,0.7736652493476868,car,26
18,89,333,290,385,319,0.7736652493476868,car,26
18,90,422,261,450,290,0.7736652493476868,car,26
18,92,478,90,495,107,0.7736652493476868,car,26
18,109,538,238,585,272,0.7736652493476868,car,26
18,110,443,65,461,76,0.7736652493476868,car,26
18,111,565,121,583,133,0.7736652493476868,car,26
18,112,386,280,421,302,0.7736652493476868,car,26
18,115,616,276,639,331,0.7736652493476868,car,26
18,116,599,342,733,441,0.7736652493476868,car,26
18,118,499,102,514,117,0.7736652493476868,car,26
18,119,501,87,513,97,0.7736652493476868,car,26
18,120,448,31,465,45,0.7736652493476868,car,26
19,8,560,116,574,125,0.7758415341377258,car,29
19,24,641,301,668,345,0.7758415341377258,car,29
19,25,347,221,369,244,0.7758415341377258,car,29
19,29,521,80,540,104,0.7758415341377258,car,29
19,32,255,345,326,381,0.7758415341377258,car,29
19,38,456,290,502,314,0.7758415341377258,car,29
19,40,602,340,691,440,0.7758415341377258,car,29
19,41,515,100,544,120,0.7758415341377258,car,29
19,46,655,368,737,441,0.7758415341377258,car,29
19,48,279,251,336,277,0.7758415341377258,car,29
19,52,256,281,317,300,0.7758415341377258,car,29
19,60,504,73,522,82,0.7758415341377258,car,29
19,66,472,70,488,80,0.7758415341377258,car,29
19,78,479,310,494,324,0.7758415341377258,car,29
19,79,256,312,301,339,0.7758415341377258,car,29
19,89,333,289,385,318,0.7758415341377258,car,29
19,90,423,262,451,292,0.7758415341377258,car,29
19,92,477,88,494,105,0.7758415341377258,car,29
19,97,455,384,493,402,0.7758415341377258,car,29
19,109,542,243,596,282,0.7758415341377258,car,29
19,110,449,67,466,76,0.7758415341377258,car,29
19,111,565,121,584,133,0.7758415341377258,car,29
19,112,382,280,431,311,0.7758415341377258,car,29
19,115,617,279,641,335,0.7758415341377258,car,29
19,116,594,354,712,441,0.7758415341377258,car,29
19,118,498,100,514,116,0.7758415341377258,car,29
19,119,501,87,513,97,0.7758415341377258,car,29
19,120,445,29,461,43,0.7758415341377258,car,29
19,121,487,217,521,255,0.7758415341377258,car,29
20,8,560,116,574,125,0.7758415341377258,car,25
20,25,347,221,369,244,0.7758415341377258,car,25
20,29,521,80,540,104,0.7758415341377258,car,25
20,32,256,345,326,381,0.7758415341377258,car,25
20,38,459,290,501,313,0.7758415341377258,car,25
20,40,602,341,692,441,0.7758415341377258,car,25
20,41,515,100,544,120,0.7758415341377258,car,25
20,46,656,368,738,441,0.7758415341377258,car,25
20,48,280,252,335,277,0.7758415341377258,car,25
20,52,256,281,317,300,0.7758415341377258,car,25
20,60,507,73,525,82,0.7758415341377258,car,25
20,66,474,70,490,81,0.7758415341377258,car,25
20,78,479,310,493,324,0.7758415341377258,car,25
20,79,256,311,303,339,0.7758415341377258,car,25
20,89,333,289,385,317,0.7758415341377258,car,25
20,90,423,263,452,294,0.7758415341377258,car,25
20,92,477,88,494,105,0.7758415341377258,car,25
20,97,455,384,493,402,0.7758415341377258,car,25
20,109,544,244,600,285,0.7758415341377258,car,25
20,110,450,67,467,77,0.7758415341377258,car,25
20,111,565,121,584,134,0.7758415341377258,car,25
20,112,381,280,434,314,0.7758415341377258,car,25
20,118,498,100,514,115,0.7758415341377258,car,25
20,120,444,29,460,42,0.7758415341377258,car,25
20,121,486,218,520,255,0.7758415341377258,car,25
21,8,560,116,574,125,0.8459434509277344,car,30
21,14,498,95,512,107,0.8459434509277344,car,30
21,19,415,50,428,60,0.8459434509277344,car,30
21,25,347,221,369,244,0.8459434509277344,car,30
21,29,521,80,540,104,0.8459434509277344,car,30
21,32,256,345,326,381,0.8459434509277344,car,30
21,38,461,289,502,313,0.8459434509277344,car,30
21,40,602,341,677,427,0.8459434509277344,car,30
21,41,515,101,544,120,0.8459434509277344,car,30
21,46,657,369,740,441,0.8459434509277344,car,30
21,48,281,254,333,277,0.8459434509277344,car,30
21,52,256,281,318,300,0.8459434509277344,car,30
21,60,515,73,533,82,0.8459434509277344,car,30
21,66,479,71,496,81,0.8459434509277344,car,30
21,70,416,57,431,66,0.8459434509277344,car,30
21,78,479,310,493,324,0.8459434509277344,car,30
21,79,255,310,303,339,0.8459434509277344,car,30
21,89,333,289,386,317,0.8459434509277344,car,30
21,90,426,270,453,299,0.8459434509277344,car,30
21,91,409,389,450,411,0.8459434509277344,car,30
21,92,478,87,494,103,0.8459434509277344,car,30
21,97,455,384,493,402,0.8459434509277344,car,30
21,109,531,245,624,316,0.8459434509277344,car,30
21,110,457,69,473,78,0.8459434509277344,car,30
21,111,565,121,584,134,0.8459434509277344,car,30
21,112,383,288,440,326,0.8459434509277344,car,30
21,118,499,104,513,117,0.8459434509277344,car,30
21,120,443,28,459,41,0.8459434509277344,car,30
21,121,486,219,518,255,0.8459434509277344,car,30
21,131,267,304,306,328,0.8459434509277344,car,30
22,14,498,95,512,107,0.8459434509277344,car,26
22,19,415,50,428,60,0.8459434509277344,car,26
22,25,347,221,369,244,0.8459434509277344,car,26
22,29,521,80,540,104,0.8459434509277344,car,26
22,32,256,345,326,381,0.8459434509277344,car,26
22,38,462,289,502,313,0.8459434509277344,car,26
22,40,601,342,671,421,0.8459434509277344,car,26
